table_name,table,labels,domain,domains,page_title,section_title,headers
31579324-2,"[[[[0, 3], [25445, 'Romania']], [[1, 3], [3434750, 'USA']], [[2, 3], [25445, 'Romania']], [[3, 3], [25445, 'Romania']], [[4, 3], [3434750, 'USA']], [[5, 3], [3434750, 'USA']], [[6, 3], [3434750, 'USA']], [[7, 3], [3434750, 'USA']], [[8, 3], [25445, 'Romania']], [[9, 3], [3434750, 'USA']], [[10, 3], [3434750, 'USA']], [[11, 3], [3434750, 'USA']], [[12, 3], [3434750, 'USA']]]]",[['location.country']],film,"{'film', 'location', 'tv', 'people'}",the prophecy (film series),characters,['setting of the film (by country) setting of the film (by country)']
6768793-1,"[[[[0, 1], [1639040, 'Deva']], [[1, 1], [19943708, 'S.A. Rajkumar']], [[2, 1], [19943708, 'S.A. Rajkumar']], [[4, 1], [30857689, 'Vidyasagar']]]]",[['film.music_contributor']],music,"{'film', 'people', 'music'}",suyamvaram,soundtrack,['music director']
6774841-1,"[[[[0, 0], [33719859, 'BBC Radio 2']], [[1, 0], [275454, 'BBC Radio 3']], [[2, 0], [1211002, 'BBC Radio Scotland']], [[3, 0], [72758, 'BBC Radio 4']], [[4, 0], [4348, 'BBC Radio 1']], [[5, 0], [1210977, 'BBC Radio nan Gàidheal']]]]",[['broadcast.radio_station']],broadcast,{'broadcast'},rumster forest transmitting station,analogue radio,['service']
6785797-1,"[[[[0, 1], [10518713, 'Pa. Vijay']], [[2, 1], [10518713, 'Pa. Vijay']], [[4, 1], [33664881, 'Kabilan']]]]",[['music.writer']],music,"{'people', 'music'}",dhill,soundtrack,['lyricist']
6789642-2,"[[[[0, 0], [33719859, 'BBC Radio 2']], [[1, 0], [275454, 'BBC Radio 3']], [[2, 0], [72758, 'BBC Radio 4']], [[3, 0], [443291, 'BBC Radio Oxford']], [[4, 0], [4348, 'BBC Radio 1']], [[5, 0], [423110, 'Classic FM']], [[6, 0], [948058, 'Heart Oxfordshire']]]]",[['broadcast.radio_station']],broadcast,{'broadcast'},oxford transmitting station,analogue radio (fm vhf),['service']
67959-2,"[[[[1, 0], [4299787, '1931–32']], [[2, 0], [5835444, '1938']], [[4, 0], [5821831, '1937']], [[5, 0], [6268055, '1946']], [[7, 0], [5821831, '1937']], [[8, 0], [6268055, '1946']]]]","[['award.award_ceremony', 'time.event']]",film,"{'film', 'people', 'tv', 'award', 'time'}",king vidor,directed academy award performances,['year']
6800769-10,"[[[[0, 0], [36858, 'Wheat flour']], [[1, 0], [2052597, 'Whole wheat flour']], [[2, 0], [443480, 'Semolina']], [[3, 0], [8953096, 'Rice flour']], [[4, 0], [193279, 'Cornflour']], [[5, 0], [19541428, 'Barley Flour']], [[6, 0], [56232, 'Millet (Finger Millet) Flour']], [[7, 0], [782230, 'Gram flour']]]]",[['food.food']],food,{'food'},list of plants used in south asian cuisine,flour,['english']
6800769-6,"[[[[0, 0], [23501, 'Potato']], [[1, 0], [57078, 'Taro / Colocasia']], [[2, 0], [5985739, 'Carrot']], [[3, 0], [17001, 'Kohlrabi / German Turnip']], [[4, 0], [7725925, 'Elephant foot yam']], [[5, 0], [164497, 'Radish']], [[6, 0], [57448, 'Tapioca / Cassava']], [[7, 0], [51628, 'Sweet Potato']], [[8, 0], [365196, 'Beetroot']], [[9, 0], [46576, 'Turnip']]]]",[['food.food']],food,{'food'},list of plants used in south asian cuisine,root vegetables,['english']
6801698-2,"[[[[0, 0], [3414021, 'Bush 61 - 38%']], [[1, 0], [43715, 'McCain 51 - 48%']], [[2, 0], [426208, 'Romney 52.4 - 46.3%']]]]",[['government.politician']],book,"{'people', 'government', 'book'}",pennsylvania's 16th congressional district,u.s. president,['district winner']
9979105-1,"[[[[14, 0], [38562306, 'How to Avoid Huge Ships']], [[18, 0], [19186458, 'Greek Rural Postmen and Their Cancellation Numbers']], [[24, 0], [37202871, 'Living with Crazy Buttocks']]]]",[['book.book']],book,{'book'},bookseller/diagram prize for oddest title of the year,winners,['title']
989986-2,"[[[[0, 0], [236874, 'K V Mahadevan']], [[1, 0], [8202623, 'Ramesh Naidu']], [[2, 0], [23554629, 'K. Chakravarthy']], [[3, 0], [236874, 'K.V. Mahadevan']], [[4, 0], [7175938, 'Ilayaraja']], [[6, 0], [7175938, 'Ilayaraja']], [[7, 0], [7175938, 'Ilayaraja']], [[8, 0], [24666287, 'Raj-Koti']], [[9, 0], [7175938, 'Ilayaraaja']], [[10, 0], [236874, 'K V Mahadevan']], [[11, 0], [571542, 'R D Burman']], [[12, 0], [31610642, 'Sri']], [[13, 0], [5571763, 'M. M. Keeravani']], [[14, 0], [236874, 'K. V. Mahadevan']], [[16, 0], [24699620, 'Koti']], [[17, 0], [5571763, 'M. M. Keeravani']], [[18, 0], [51483519, 'Shashi Preetam']], [[19, 0], [222417, 'A R Rahman']], [[20, 0], [24699620, 'Koti']], [[21, 0], [5571763, 'M. M. Keeravani']], [[22, 0], [5571763, 'M. M. Keeravani']], [[23, 0], [18754605, 'Vandemataram Srinivas']], [[24, 0], [5571763, 'M. M. Keeravani']], [[26, 0], [5571763, 'M. M. Keeravani']], [[27, 0], [5571763, 'M. M. Keeravani']], [[28, 0], [2417528, 'Sandeep Chowta']], [[29, 0], [5006291, 'Mani Sharma']], [[30, 0], [30857689, 'Vidya Sagar']], [[31, 0], [5006291, 'Mani Sharma']], [[33, 0], [24699620, 'Koti']], [[34, 0], [5732780, 'Devi Sri Prasad']], [[35, 0], [5732780, 'Devi Sri Prasad']], [[36, 0], [711707, 'Yuvan Shankar Raja']], [[37, 0], [5936131, 'Chakri']], [[38, 0], [5732780, 'Devi Sri Prasad']], [[39, 0], [711707, 'Yuvan Shankar Raja']], [[41, 0], [5006291, 'Mani Sharma']], [[42, 0], [5732780, 'Devi Sri Prasad']], [[43, 0], [5006291, 'Mani Sharma']], [[44, 0], [13462088, 'Mickey J Meyer']], [[46, 0], [5732780, 'Devi Sri Prasad']], [[47, 0], [20368836, 'Rahul Raj']], [[48, 0], [5732780, 'Devi Sri Prasad']], [[49, 0], [1796075, 'Karthik Raja']], [[50, 0], [24699620, 'Koti']], [[51, 0], [5006291, 'Mani Sharma']], [[52, 0], [13462088, 'Mickey J Meyer']], [[53, 0], [23922005, 'S. S. Thaman']], [[54, 0], [46891958, 'Sai Karthik']], [[55, 0], [36070288, 'Achu Rajamani']], [[56, 0], [23922005, 'S.S. Thaman']], [[57, 0], [7025625, 'Kalyani Koduri']]]]",[['film.music_contributor']],film,"{'film', 'music'}",sirivennela sitaramasastri,partial filmography,['music']
9904617-1,"[[[[0, 0], [315777, 'Anthony Kiedis Category:Articles with hCards']], [[1, 0], [22439395, 'Flea Category:Articles with hCards']], [[2, 0], [348736, 'Chad Smith Category:Articles with hCards']], [[3, 0], [13150864, 'Josh Klinghoffer Category:Articles with hCards']]]]",[['film.music_contributor']],music,"{'film', 'people', 'music'}",list of red hot chili peppers band members,current,['name']
3770115-3,"[[[[0, 0], [27292726, 'Ladies Night']], [[6, 0], [13554, 'Hamlet']], [[9, 0], [8781048, 'Much Ado About Nothing']], [[10, 0], [43206, ""A Midsummer Night's Dream Category:Articles with hCards""]]]]","[['theater.play', 'book.book']]",book,"{'theater', 'book'}",tim balme,theatre,['title']
37721039-1,"[[[[0, 0], [1681631, 'Bappir']], [[1, 0], [1446854, 'Biscotti']], [[2, 0], [314994, 'Biscuit']], [[3, 0], [46568, 'Bread Pudding']], [[4, 0], [3675265, 'Biskotso']], [[5, 0], [394625, 'Crouton']], [[6, 0], [6907309, 'Detroit-style pizza']], [[7, 0], [1790624, 'Fat rascal']], [[8, 0], [4420174, 'Mandelbrodt']], [[9, 0], [159718, 'Melba toast']], [[10, 0], [533482, 'New York-style cheesecake']], [[11, 0], [1070039, 'Rusk']], [[12, 0], [762763, 'Twice- baked potato']], [[13, 0], [419207, 'Zwieback']]]]",[['food.food']],food,{'food'},list of twice-baked foods,twice-baked foods,['name']
673359-3,"[[[[0, 0], [2883349, 'Desire Under the Elms']], [[1, 0], [1943904, 'Tamburlaine the Great']], [[2, 0], [216315, 'The Country Wife']], [[3, 0], [6630170, 'Caligula']], [[4, 0], [18408650, 'All the Way Home']], [[7, 0], [8407443, 'More Stately Mansions']], [[8, 0], [17564003, 'The Good Woman of Setzuan']], [[9, 0], [28961505, 'All Over']], [[10, 0], [149805, 'Mourning Becomes Electra']], [[11, 0], [8387081, 'A Moon for the Misbegotten']], [[12, 0], [44885, ""Who's Afraid of Virginia Woolf?""]], [[15, 0], [64594, ""You Can't Take It with You""]], [[16, 0], [206731, ""Long Day's Journey into Night""]], [[17, 0], [1616818, 'Ah, Wilderness!']], [[18, 0], [7111506, 'Love Letters']]]]",[['theater.play']],book,"{'theater', 'book'}",colleen dewhurst,theatre,['play']
6737168-3,"[[[[1, 2], [23440, 'PHL sales: 25,000+']], [[2, 2], [23440, 'PHL sales: 40,000+']], [[3, 2], [23440, 'PHL sales: 13,000+']], [[4, 2], [23440, 'PHL sales: 12,000+']], [[5, 2], [23440, 'PHL sales: 15,000+']]]]",[['location.country']],music,"{'business', 'organization', 'location', 'music'}",toni gonzaga,studio albums,['sales']
6739552-1,"[[[[0, 0], [4380537, 'Chad Kimball']], [[1, 0], [27691920, 'Montego Glover']], [[3, 0], [10370223, 'Derrick Baskin']], [[6, 0], [27323046, 'Michael McGrath']]], [[[0, 1], [1030414, 'Adam Pascal']], [[1, 1], [27691920, 'Montego Glover']], [[3, 1], [10370223, 'Derrick Baskin']], [[5, 1], [7466904, 'Nancy Opel']]]]","[['theater.theater_actor'], ['theater.theater_actor']]",film,"{'film', 'theater', 'people', 'music'}",memphis (musical),cast and characters,"['original broadway cast', 'final broadway cast']"
6740850-2,"[[[[0, 1], [29919, 'Tamil']], [[2, 1], [39202, 'Telugu']], [[3, 1], [13652, 'Hindi']]]]",[['language.human_language']],film,"{'film', 'language'}",s. j. surya,as a director,['language']
6743683-1,"[[[[0, 1], [13652, 'Hindi']], [[5, 1], [39202, 'Telugu']], [[7, 1], [37445, 'Kannada']], [[14, 1], [29919, 'Tamil']]]]",[['language.human_language']],film,"{'film', 'language'}",hansika motwani,filmography,['language']
6749408-1,"[[[[0, 2], [4243285, 'Nicola Walker']], [[1, 2], [1209229, 'James Laurenson']], [[2, 2], [1489447, 'Cherie Lunghi']], [[3, 2], [7786935, 'Gillian Barge']], [[4, 2], [549175, 'Martin Jarvis']], [[5, 2], [1919296, 'Cheryl Campbell']]], [[[0, 3], [22847020, 'Annabel Scholey']], [[1, 3], [8050143, 'Owen Teale']], [[2, 3], [65446, 'Zoe Wanamaker']], [[4, 3], [4515451, 'Oliver Cotton']], [[5, 3], [915505, 'Samantha Bond']]]]","[['theater.theater_actor'], ['theater.theater_actor']]",film,"{'film', 'theater', 'tv', 'people'}",passion play (play),london stagings,"['played by (2000)', 'played by (2013)']"
6749787-1,"[[[[0, 0], [3387942, 'WLEX']], [[2, 0], [3512512, 'WKYT']], [[5, 0], [3510652, 'WTVQ']], [[8, 0], [2162909, 'WKLE']], [[12, 0], [4315205, 'WDKY']], [[13, 0], [5921707, 'WLJC']], [[14, 0], [2915522, 'WUPX']]]]",[['broadcast.tv_station']],broadcast,"{'broadcast', 'organization'}","media in lexington, kentucky",,['call sign']
6870104-2,"[[[[2, 0], [42716, '""Breath"" (featuring Nelly Furtado )']], [[3, 0], [5132035, '""Fuel Injected"" [Remix] (featuring Saukrates )']], [[7, 0], [1796339, '""Red Dragon"" (performed by Moka Only )']]]]",[['music.producer']],music,"{'people', 'music'}",monsters in the closet,track listing,['title']
6870622-1,"[[[[0, 0], [39747713, '2012']], [[1, 0], [36252844, '2011']], [[2, 0], [32285465, '2010']], [[3, 0], [27977025, '2009']], [[4, 0], [21596085, '2008']]]]","[['award.award_ceremony', 'time.event']]",film,"{'film', 'award', 'people', 'time'}",filmfare award for best actor – tamil,winners,['year']
68757-1,"[[[[0, 0], [26276394, 'Croatian']], [[1, 0], [10597, 'French']], [[2, 0], [26825, 'Spanish']], [[3, 0], [10597, 'French']], [[4, 0], [8569916, 'English']], [[5, 0], [14708, 'Italian']], [[6, 0], [8569916, 'English']], [[7, 0], [19985174, 'Dutch']], [[8, 0], [26689, 'Swedish']], [[9, 0], [19985174, 'Dutch']], [[10, 0], [11884, 'German']], [[11, 0], [21704, 'Norwegian']], [[12, 0], [11884, 'German']], [[13, 0], [10597, 'French']], [[14, 0], [23915, 'Portuguese']], [[15, 0], [19984080, 'Finnish']]]]",[['language.human_language']],music,"{'language', 'music'}",eurovision song contest 1969,results,['language']
6877350-1,"[[[[0, 0], [222374, 'Tyagaraja']], [[1, 0], [222374, 'Tyagaraja']], [[2, 0], [222374, 'Tyagaraja']], [[3, 0], [222374, 'Tyagaraja']], [[4, 0], [533722, 'Muthuswami Dikshitar']], [[5, 0], [6492092, 'Gopalakrishna Bharathi']]], [[[0, 1], [39202, 'Telugu']], [[1, 1], [39202, 'Telugu']], [[2, 1], [39202, 'Telugu']], [[3, 1], [39202, 'Telugu']], [[4, 1], [27698, 'Sanskrit']], [[5, 1], [29919, 'Tamil']]]]","[['music.writer'], ['language.human_language']]",music,"{'people', 'language', 'music'}",devagandhari,popular compositions,"['composer', 'language']"
6880994-3,"[[[[0, 2], [170318, '20th Century Fox']], [[1, 2], [22918, 'Paramount Pictures']], [[2, 2], [34052, 'Warner Bros. Pictures']], [[3, 2], [170318, '20th Century Fox']], [[4, 2], [4765530, 'HBO']], [[5, 2], [175634, 'Columbia Pictures Sony Pictures Animation Aardman Animations']], [[6, 2], [175634, 'Columbia Pictures Metro-Goldwyn-Mayer']], [[7, 2], [34052, 'Warner Bros. Pictures']], [[8, 2], [34052, 'Warner Bros. Pictures New Line Cinema']], [[9, 2], [1856234, 'The Weinstein Company']], [[10, 2], [170318, '20th Century Fox']]]]","[['film.production_company', 'film.film_distributor']]",film,"{'film', 'organization', 'business', 'people'}",theodore shapiro (composer),2010s,['studio(s)']
6881671-3,"[[[[0, 1], [15367463, 'Mylenium tour']], [[1, 1], [15367463, '* Mylenium tour * En tournée']], [[2, 1], [15367463, 'Mylenium tour']], [[3, 1], [15367463, 'Mylenium tour']], [[4, 1], [15367463, '* Mylenium tour * En tournée']], [[5, 1], [15367463, 'Mylenium tour']], [[6, 1], [15367463, 'Mylenium tour']], [[7, 1], [15367463, 'Mylenium tour']], [[11, 1], [15367463, 'Mylenium Tour']], [[12, 1], [15367463, 'Mylenium Tour']]]]",[['time.event']],music,"{'time', 'music'}",innamoramento,track listing,['performance(s) on tour(s)']
6881758-3,"[[[[0, 1], [15472959, '2006 tour']], [[1, 1], [15472959, '* 2006 tour , * En tournée']], [[2, 1], [15472959, '2006 tour']], [[3, 1], [15472959, '2006 tour']], [[4, 1], [15472959, '2006 tour']], [[5, 1], [15472959, '2006 tour']], [[9, 1], [15472959, '2006 tour']], [[10, 1], [15472959, '* 2006 tour , * En tournée']], [[12, 1], [15472959, '2006 tour']], [[13, 1], [37319484, 'Timeless']], [[14, 1], [15472959, '2006 tour']]]]",[['time.event']],music,"{'time', 'music'}",avant que l'ombre...,track listing,['performance(s) on tour(s)']
6882204-2,"[[[[5, 1], [1442576, 'The Alchemist']], [[15, 1], [1442576, 'The Alchemist']], [[19, 1], [5132035, 'Saukrates']]]]",[['music.producer']],music,"{'people', 'music'}",bad dreams (album),track listing,['producer(s)']
40857792-2,"[[[[0, 0], [25381838, '2010 (22th)']], [[1, 0], [25381838, '2010 (22th)']], [[2, 0], [25381838, '2010 (22th)']], [[3, 0], [25381838, '2010 (22th)']], [[4, 0], [25381838, '2010 (22th)']], [[5, 0], [29863606, '2011 (23th)']], [[6, 0], [29863606, '2011 (23th)']], [[7, 0], [29863606, '2011 (23th)']], [[8, 0], [29863606, '2011 (23th)']], [[9, 0], [29863606, '2011 (23th)']], [[10, 0], [34196596, '2012 (24th)']], [[11, 0], [34196596, '2012 (24th)']], [[12, 0], [34196596, '2012 (24th)']], [[13, 0], [34196596, '2012 (24th)']], [[14, 0], [34196596, '2012 (24th)']], [[15, 0], [42565634, '2013 (25th)']], [[16, 0], [42565634, '2013 (25th)']], [[17, 0], [42565634, '2013 (25th)']], [[18, 0], [42565634, '2013 (25th)']], [[19, 0], [42565634, '2013 (25th)']]]]",[['time.event']],music,"{'time', 'music'}",lo nuestro award for collaboration of the year,winners and nominees,['year']
40861007-1,"[[[[0, 1], [23245556, 'Best Actress']], [[1, 1], [23245556, 'Best Actress']], [[2, 1], [23245556, 'Best Actress']], [[3, 1], [61827, 'Best Supporting Actress']], [[4, 1], [23245556, 'Best Actress']], [[5, 1], [61827, 'Best Supporting Actress']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by vanessa redgrave,,['award']
40861007-2,"[[[[0, 1], [3307876, 'Best Actress in a Leading Role']], [[1, 1], [9702183, 'Best Actress in a Supporting Role']], [[2, 1], [18579137, 'Best Actress']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by vanessa redgrave,,['award']
40861007-3,"[[[[0, 1], [186067, 'Best Actress – Motion Picture Musical or Comedy']], [[1, 1], [186067, 'Best Actress – Motion Picture Musical or Comedy']], [[2, 1], [186068, 'Best Actress – Motion Picture Drama']], [[3, 1], [186068, 'Best Actress – Motion Picture Drama']], [[4, 1], [1476749, 'Best Supporting Actress – Motion Picture']], [[5, 1], [186068, 'Best Actress – Motion Picture Drama']], [[6, 1], [1476825, 'Best Actress – Miniseries or Television Film']], [[7, 1], [1476749, 'Best Supporting Actress – Motion Picture']], [[8, 1], [1476825, 'Best Actress – Miniseries or Television Film']], [[9, 1], [186067, 'Best Actress – Motion Picture Musical or Comedy']], [[10, 1], [1476825, 'Best Actress – Miniseries or Television Film']], [[11, 1], [1476833, 'Best Supporting Actress – Series, Miniseries or Television Film']], [[12, 1], [1476825, 'Best Actress – Miniseries or Television Film']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by vanessa redgrave,,['award']
40861007-5,"[[[[0, 1], [20536166, 'Best Actress – Miniseries or Television Film']], [[1, 1], [20536166, 'Best Actress – Miniseries or Television Film']], [[2, 1], [12713897, 'Best Supporting Actress – Motion Picture']], [[3, 1], [12713897, 'Best Supporting Actress – Motion Picture']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by vanessa redgrave,,['award']
40861007-6,"[[[[0, 1], [4841779, 'Outstanding Performance by a Female Actor in a Miniseries or Television Movie']], [[1, 1], [4841779, 'Outstanding Performance by a Female Actor in a Miniseries or Television Movie']], [[2, 1], [4841779, 'Outstanding Performance by a Female Actor in a Miniseries or Television Movie']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by vanessa redgrave,,['award']
40861499-1,"[[[[2, 1], [221720, 'Direct-to-Video']], [[3, 1], [221720, 'Direct-to-Video']], [[4, 1], [221720, 'Direct-to-Video']]], [[[2, 2], [221720, 'Direct-to-Video']], [[3, 2], [221720, 'Direct-to-Video']], [[4, 2], [221720, 'Direct-to-Video']]], [[[2, 3], [221720, 'Direct-to-Video']], [[3, 3], [221720, 'Direct-to-Video']], [[4, 3], [221720, 'Direct-to-Video']]]]","[['film.film_genre', 'tv.tv_network', 'media_common.media_genre'], ['film.film_genre', 'tv.tv_network', 'media_common.media_genre'], ['film.film_genre', 'tv.tv_network', 'media_common.media_genre']]",film,"{'film', 'media_common', 'tv'}",beauty and the beast (franchise),box office performance,"['box office', 'box office', 'box office']"
40880618-1,"[[[[0, 1], [35971073, 'Krishna Chaitanya']], [[1, 1], [989986, 'Sirivennela Sitaramasastri']], [[2, 1], [34137412, 'Ramajogayya Sastry']], [[3, 1], [8390040, 'Chandrabose']], [[4, 1], [40056888, 'Sri Mani']]]]",[['music.writer']],music,"{'people', 'music'}",yevadu (soundtrack),tracklist,['lyricist']
40887939-1,"[[[[0, 1], [34137412, 'Ramajogayya Sastry']], [[1, 1], [5732780, 'Devi Sri Prasad']], [[2, 1], [40056888, 'Sri Mani']], [[3, 1], [40056888, 'Sri Mani']], [[4, 1], [40056888, 'Sri Mani']]]]",[['music.writer']],music,"{'film', 'people', 'music'}",julai (soundtrack),track list,['lyricist']
4251488-1,"[[[[0, 1], [1071662, 'Released: 16 October 2006 Label: Sony Music Entertainment Formats: CD , digital download']], [[1, 1], [1071662, 'Released: 22 October 2007 Label: Sony Music Entertainment Formats: CD, digital download']], [[2, 1], [1071662, 'Released: 20 October 2008 Label: Sony Music Entertainment Formats: CD, digital download']], [[3, 1], [1071662, 'Released: 26 October 2009 Label: Sony Music Entertainment Formats: CD, digital download']], [[4, 1], [1071662, 'Released: 25 October 2010 Label: Sony Music Entertainment , Universal Music Group Formats: CD, digital download']], [[5, 1], [20585406, 'Released: 6 June 2011 Label: Sony CMG Formats: CD, digital download']], [[6, 1], [20585406, 'Released: 31 October 2011 Label: Sony CMG Formats: CD, digital download']], [[7, 1], [20585406, 'Released: 29 October 2012 Label: Sony CMG Formats: CD, digital download']]]]","[['film.film_distributor', 'film.production_company', 'film.music_contributor']]",film,"{'film', 'internet', 'business', 'organization', 'music'}",live lounge,performances and albums,['album details album details']
4253468-2,"[[[[3, 0], [768228, 'Maureen Stapleton']], [[5, 0], [5965537, 'Marian Winters']], [[7, 0], [2150208, 'Beatrice Straight']], [[9, 0], [766048, 'Jo Van Fleet']], [[11, 0], [17534144, 'Patricia Jessel']], [[13, 0], [765369, 'Una Merkel']], [[14, 0], [766906, 'Diane Cilento']], [[15, 0], [6033959, 'Anne Jackson']], [[16, 0], [965956, 'Elaine Stritch']], [[18, 0], [88293, 'Peggy Cass']], [[19, 0], [580188, 'Anna Massey']], [[21, 0], [3612234, 'Mildred Natwick']], [[22, 0], [6381392, 'Phyllis Neilson-Terry']], [[23, 0], [13782096, 'Diana Van der Vlis']], [[25, 0], [206724, 'Anne Bancroft']], [[26, 0], [2250746, 'Brenda De Banzie']], [[27, 0], [244831, 'Joan Blondell']], [[28, 0], [1397423, 'Mary Fickett']], [[29, 0], [38563, 'Eileen Heckart']], [[31, 0], [176998, 'Julie Newmar']], [[32, 0], [38074585, 'Maureen Delany']], [[33, 0], [1829734, 'Dolores Hart']], [[34, 0], [3039167, 'Nan Martin']], [[35, 0], [18116394, 'Bertice Reading']]]]",[['theater.theater_actor']],film,"{'film', 'theater', 'people'}",tony award for best featured actress in a play,1950s,['actress']
425749-1,"[[[[1, 0], [4558042, 'Geoff Stephens & Don Black']], [[4, 0], [408632, 'Stephanie de Sykes & Stuart Slater']], [[5, 0], [4948804, 'Johnny Goodison & Keith Mansfield']], [[6, 0], [16165870, 'Paul Curtis']]]]",[['music.writer']],music,"{'people', 'music'}",united kingdom in the eurovision song contest 1980,a song for europe,['composer']
425797-1,"[[[[2, 0], [2911098, 'Steve Glen, Mike Burns & Nicky Chinn']], [[3, 0], [16165870, 'Paul Curtis & Graham Sacher']], [[6, 0], [8401495, 'Tony Hiller & Paul Curtis']], [[7, 0], [1909295, 'Hazell Dean & Mike Bradley']]]]",[['music.producer']],music,"{'people', 'music'}",united kingdom in the eurovision song contest 1984,a song for europe 1984,['composer']
425808-1,"[[[[0, 0], [4444625, 'Jimmy Kaleth & Vikki Watson']], [[4, 0], [14001116, 'Clive Scott & Des Dyer']], [[5, 0], [16165870, 'Paul Curtis & Graham Sacher']]]]",[['music.writer']],music,"{'people', 'music'}",united kingdom in the eurovision song contest 1985,a song for europe,['composer']
